,Glucose,Ethanol,Acetate,Maltose
YKL045W,0.03246,0.01174,0.01024,0.01248
YKL044W,0.00793,0.00236,0.00167,0.00435
YKL043W,0.07616,0.02387,0.01336,0.03073
YKL042W,0.00478,0.00207,0.00222,0.00205
YKL041W,0.03170,0.00825,0.00781,0.01097
YKL040C,0.03502,0.00981,0.00835,0.01414
YKL039W,0.05944,0.02139,0.01542,0.02025
YKL038W,0.03681,0.01033,0.00644,0.00942
YKL037W,0.00106,0.00119,0.00142,0.00067
YKL036C,0.00013,0.00001,0.00004,0.00005
YKL035W,0.15797,0.04982,0.03988,0.06959
YKL034W,0.04517,0.02117,0.01679,0.01596
YKL033W,0.01167,0.00312,0.00319,0.00457
YKL032C,0.06750,0.04166,0.03708,0.02835
YKL031W,0.00185,0.00094,0.00150,0.00120
YKL030W,0.00060,0.00143,0.00165,0.00044
YKL029C,0.07364,0.04245,0.03594,0.02186
YKL072W,0.00212,0.00077,0.00105,0.00094
YKL071W,0.00514,0.00276,0.00209,0.00271
YKL070W,0.00206,0.00099,0.00087,0.00142
YKL069W,0.11344,0.03996,0.03570,0.04515
YKL068W,0.01898,0.00813,0.00796,0.00465
YKL067W,0.32700,0.10062,0.09425,0.15009
YKL066W,0.02109,0.01243,0.01115,0.01063
YKL065C,0.13559,0.03768,0.03155,0.06988
YKL064W,0.04045,0.01627,0.01274,0.01699
YKL063C,0.04189,0.01305,0.00997,0.01379
YKL062W,0.01287,0.00278,0.00280,0.00466
YKL061W,0.01359,0.00360,0.00444,0.00492
YKL060C,0.75629,0.40854,0.40010,0.66252
YKL059C,0.04527,0.01435,0.01169,0.02223
YKL058W,0.08820,0.03013,0.03086,0.03583
YKL057C,0.03032,0.00871,0.00986,0.00677
YKL056C,0.66880,0.29056,0.30247,0.36134
YKL055C,0.00213,0.00069,0.00084,0.00135
YKL054C,0.11755,0.02541,0.02611,0.04327
YKL053C-A,0.22915,0.08550,0.08609,0.10053
YKL053W,0.00546,0.00332,0.00316,0.00203
YKL052C,0.03004,0.01043,0.00815,0.01052
YKL093W,0.08134,0.03883,0.03037,0.04035
YKL092C,0.01021,0.00309,0.00333,0.00259
YKL091C,0.06579,0.01716,0.01324,0.03059
YKL090W,0.00722,0.00255,0.00256,0.00322
YKL089W,0.01758,0.00658,0.00598,0.00546
YKL088W,0.00984,0.00285,0.00252,0.00435
YKL087C,0.06889,0.02446,0.02283,0.03253
YKL086W,0.01356,0.01189,0.00495,0.00672
YKL085W,0.64282,0.20896,0.22450,0.30597
YKL084W,0.02574,0.00841,0.00940,0.00800
YKL082C,0.03856,0.00827,0.00901,0.01667
YKL083W,0.00438,0.00226,0.00273,0.00223
YKL081W,0.04733,0.00890,0.00718,0.01125
YKL080W,0.11425,0.04433,0.03888,0.06128
YKL079W,0.03077,0.01383,0.01299,0.01025
YKL078W,0.01056,0.00344,0.00367,0.00376
YKL077W,0.09273,0.02536,0.02305,0.03940
YKL076C,0.02068,0.00974,0.00992,0.00727
YKL075C,0.01747,0.00475,0.00377,0.00698
YKL074C,0.01812,0.00576,0.00483,0.00593
YKL073W,0.02246,0.00752,0.00586,0.00868
YKL115C,0.00086,0.00098,0.00080,0.00089
YKL114C,0.03962,0.01154,0.01077,0.01554
YKL113C,0.04928,0.01200,0.01063,0.01744
YKL112W,0.02879,0.00615,0.00541,0.00674
YKL111C,0.00694,0.00381,0.00401,0.00322
YKL110C,0.06184,0.01710,0.01945,0.02550
YKL109W,0.14929,0.07689,0.07121,0.06410
YKL108W,0.00469,0.00125,0.00125,0.00181
YKL107W,0.01261,0.00329,0.00194,0.00795
YKL106W,0.05258,0.01879,0.01744,0.02711
YKL105C,0.01132,0.00391,0.00281,0.00451
YKL104C,0.05294,0.01169,0.01003,0.01594
YKL103C,0.07656,0.02780,0.01738,0.05092
YKL102C,0.00022,0.00004,0.00017,0.00004
YKL101W,0.00524,0.00118,0.00118,0.00092
YKL100C,0.08924,0.02828,0.02262,0.04517
YKL099C,0.01089,0.00341,0.00349,0.00462
YKL098W,0.05439,0.01611,0.01238,0.01615
YKL097C,0.00140,0.00078,0.00029,0.00074
YKL097W-A,0.67859,0.48567,0.37749,0.62631
YKL096W,0.07065,0.05552,0.03723,0.02102
YKL095W,0.00300,0.00053,0.00074,0.00166
YKL094W,0.15172,0.05619,0.04549,0.06919
YKL136W,0.00840,0.00515,0.00566,0.00461
YKL135C,0.03974,0.01725,0.01670,0.01754
YKL134C,0.00895,0.00314,0.00303,0.00297
YKL133C,0.00589,0.00308,0.00264,0.00281
YKL132C,0.00495,0.00155,0.00171,0.00196
YKL131W,0.00136,0.00092,0.00051,0.00082
YKL130C,0.02549,0.01018,0.00995,0.00964
YKL129C,0.01212,0.00451,0.00331,0.00335
YKL128C,0.06344,0.00811,0.01158,0.02079
YKL127W,0.03863,0.02149,0.01828,0.01719
YKL126W,0.07704,0.02577,0.02434,0.04529
YKL125W,0.02547,0.00781,0.00767,0.01099
YKL124W,0.01488,0.00484,0.00305,0.00465
YKL123W,0.01350,0.00771,0.00771,0.00455
YKL122C,0.12406,0.05075,0.04919,0.06643
YKL121W,0.02565,0.00992,0.00905,0.00897
YKL120W,0.17432,0.05853,0.06034,0.09774
YKL119C,0.04890,0.01896,0.02244,0.01764
YKL118W,0.00112,0.00099,0.00066,0.00040
YKL117W,0.38514,0.08521,0.06138,0.16281
YKL116C,0.01066,0.00328,0.00337,0.00423
YKL159C,0.00794,0.00290,0.00238,0.00261
YKL158W,0.00231,0.00054,0.00073,0.00221
YKL157W,0.08680,0.02807,0.02552,0.03768
YKL156W,0.34155,0.12443,0.12692,0.16001
YKL155C,0.01018,0.00300,0.00313,0.00311
YKL154W,0.01730,0.00499,0.00482,0.00661
YKL153W,0.00719,0.00399,0.00386,0.00310
YKL152C,0.68989,0.30384,0.23571,0.48657
YKL151C,0.07133,0.01946,0.01402,0.04361
YKL150W,0.20754,0.07612,0.07031,0.09512
YKL149C,0.03105,0.00869,0.00795,0.01044
YKL148C,0.16394,0.14192,0.12347,0.07826
YKL147C,0.00242,0.00123,0.00143,0.00125
YKL146W,0.14130,0.08588,0.07097,0.06862
YKL145W,0.23586,0.07276,0.05805,0.11993
YKL144C,0.01888,0.00497,0.00581,0.00631
YKL143W,0.01882,0.00490,0.00600,0.00769
YKL142W,0.20674,0.06071,0.05682,0.07463
YKL141W,0.49924,0.25331,0.26294,0.21653
YKL140W,0.02620,0.00882,0.00766,0.01080
YKL139W,0.01039,0.00390,0.00380,0.00292
YKL138C,0.05104,0.01072,0.01157,0.01922
YKL137W,0.08679,0.02293,0.02518,0.02692
YKL181W,0.23427,0.07827,0.08298,0.10833
YKL180W,0.49981,0.21260,0.21093,0.38659
YKL179C,0.04626,0.01517,0.01182,0.01579
YKL178C,0.01041,0.00312,0.00320,0.00307
YKL177W,0.00608,0.00226,0.00327,0.00262
YKL176C,0.02443,0.01062,0.01012,0.00867
YKL175W,0.06919,0.02757,0.02457,0.02882
YKL174C,0.02402,0.01047,0.01006,0.00918
YKL173W,0.01247,0.00565,0.00532,0.00462
YKL172W,0.04180,0.01095,0.01165,0.01873
YKL171W,0.05527,0.01805,0.01622,0.02405
YKL170W,0.11298,0.04262,0.04278,0.04475
YKL169C,0.01109,0.00817,0.01017,0.00960
YKL168C,0.01031,0.00307,0.00300,0.00325
YKL167C,0.08179,0.02220,0.02207,0.02877
YKL166C,0.01275,0.00285,0.00302,0.00372
YKL165C,0.05592,0.02401,0.02351,0.02481
YKL164C,0.33612,0.12016,0.10910,0.19001
YKL163W,0.04563,0.00324,0.00347,0.02780
YKL162C,0.00798,0.00286,0.00257,0.00255
YKL161C,0.00634,0.00118,0.00212,0.00218
YKL160W,0.24243,0.08139,0.07626,0.12153
YKL206C,0.05288,0.01552,0.01322,0.01545
YKL205W,0.01302,0.00406,0.00430,0.00312
YKL204W,0.06008,0.02558,0.01727,0.02102
YKL203C,0.01961,0.00798,0.00648,0.00556
YKL202W,0.00224,0.00123,0.00167,0.00130
YKL197C,0.00894,0.00450,0.00283,0.00300
YKL196C,0.21593,0.07604,0.06913,0.09785
YKL195W,0.09911,0.03316,0.02923,0.03857
YKL194C,0.01147,0.00420,0.00382,0.00476
YKL193C,0.03501,0.01019,0.00845,0.01407
YKL192C,0.13070,0.04790,0.03567,0.06650
YKL191W,0.06122,0.02383,0.01979,0.01852
YKL190W,0.06708,0.01830,0.01842,0.02267
YKL189W,0.02396,0.00577,0.00576,0.00702
YKL188C,0.01979,0.00860,0.00618,0.00830
YKL187C,0.04721,0.02935,0.01466,0.01900
YKL186C,0.02332,0.00850,0.00729,0.01015
YKL185W,0.10732,0.03824,0.02724,0.04750
YKL184W,0.02285,0.00885,0.00542,0.00771
YKL183W,0.02693,0.00593,0.00451,0.00644
YKL182W,0.32265,0.13654,0.09326,0.16802
SNR128,0.00775,0.00261,0.00326,0.00481
SNR190,0.00039,0.00014,0.00005,0.00004
SNR37,0.00100,0.00022,0.00042,0.00078
SNR60,0.00079,0.00032,0.00020,0.00027
CEN10,0.00000,0.00002,0.00046,0.00005
SNR3,0.00390,0.00078,0.00064,0.00110
YKL224C,0.05540,0.00682,0.00565,0.01369
YKL222C,0.00640,0.00273,0.00211,0.00222
YKL221W,0.00336,0.00174,0.00147,0.00155
YKL220C,0.00348,0.00173,0.00130,0.00164
YKL219W,0.01653,0.00531,0.00484,0.00732
YKL218C,0.02038,0.00961,0.00688,0.00945
YKL217W,0.52360,0.14140,0.09274,0.28529
YKL216W,0.09689,0.02561,0.02562,0.03524
YKL215C,0.02323,0.01022,0.00637,0.00786
YKL214C,0.04738,0.02263,0.01783,0.01775
YKL213C,0.06666,0.02950,0.02487,0.02595
YKL212W,0.05384,0.01223,0.01559,0.01928
YKL211C,0.04818,0.01731,0.01295,0.02296
YKL210W,0.18303,0.07331,0.06374,0.08610
YKL209C,0.02306,0.00739,0.00850,0.00635
YKL208W,0.04929,0.01062,0.01147,0.01831
YKL207W,0.17620,0.05774,0.04928,0.07287
YJR149W,0.00828,0.00208,0.00244,0.00333
YJR150C,0.00493,0.00099,0.00034,0.00167
YJR151C,0.03005,0.01434,0.00992,0.01155
YJR152W,0.02445,0.01991,0.01295,0.01079
YJR153W,0.00137,0.00055,0.00050,0.00058
YJR154W,0.00107,0.00050,0.00045,0.00129
YJR155W,0.03260,0.01791,0.01417,0.02375
YJR156C,0.04323,0.01910,0.01578,0.01975
YJR157W,0.00242,0.00211,0.00183,0.00087
YJR158W,0.00362,0.00118,0.00085,0.00130
YJR159W,0.02235,0.00789,0.00751,0.00977
YJR160C,0.00881,0.00576,0.00401,0.00626
YJL136w-a,0.00332,0.00209,0.00160,0.00285
YJR025c-a,0.03094,0.02071,0.02427,0.00711
YJR135w-a,0.04126,0.01874,0.01921,0.01293
YJR092W,0.02017,0.00627,0.00487,0.00538
YJR127C,0.01862,0.00877,0.00643,0.00603
YJR128W,0.00046,0.00014,0.00017,0.00041
YJR129C,0.01959,0.00801,0.00587,0.00924
YJR130C,0.04232,0.01976,0.01287,0.01859
YJR131W,0.00493,0.00263,0.00168,0.00148
YJR132W,0.01246,0.00361,0.00342,0.00390
YJR133W,0.19943,0.07986,0.08407,0.08498
YJR134C,0.00876,0.00136,0.00201,0.00226
YJR135C,0.00319,0.00168,0.00164,0.00183
YJR136C,0.01159,0.00369,0.00435,0.00457
YJR137C,0.27132,0.08594,0.06902,0.12060
YJR138W,0.01102,0.00342,0.00356,0.00354
YJR139C,0.49988,0.22617,0.23145,0.27399
YJR140C,0.02746,0.00853,0.00792,0.00882
YJR141W,0.00939,0.00430,0.00444,0.00398
YJR142W,0.01088,0.00334,0.00325,0.00338
YJR143C,0.09884,0.03070,0.03414,0.04192
YJR144W,0.05873,0.01743,0.01573,0.02179
YJR145C,0.45046,0.18388,0.19078,0.27981
YJR146W,0.00160,0.00039,0.00075,0.00049
YJR147W,0.00411,0.00099,0.00065,0.00125
YJR148W,0.09881,0.05930,0.05275,0.03585
YJR104C,0.38436,0.16113,0.13710,0.26317
YJR105W,0.60793,0.21863,0.20548,0.29088
YJR106W,0.00236,0.00059,0.00071,0.00107
YJR107W,0.04137,0.01745,0.01502,0.01243
YJR108W,0.00291,0.00100,0.00098,0.00116
YJR109C,0.11888,0.04240,0.01795,0.06522
YJR110W,0.00981,0.00253,0.00210,0.00308
YJR111C,0.01639,0.00577,0.00393,0.00540
YJR112W,0.02556,0.00859,0.00849,0.00880
YJR113C,0.35473,0.11008,0.08593,0.13378
YJR114W,0.00793,0.00277,0.00442,0.00507
YJR115W,0.06404,0.00398,0.00333,0.05712
YJR116W,0.03281,0.01195,0.00927,0.01049
YJR117W,0.08812,0.04022,0.03414,0.03827
YJR118C,0.02288,0.00724,0.00668,0.00900
YJR119C,0.00658,0.00225,0.00216,0.00215
YJR120W,0.00129,0.00104,0.00074,0.00109
YJR121W,0.23312,0.08864,0.08761,0.10189
YJR122W,0.02630,0.00877,0.00852,0.00919
YJR123W,0.52216,0.17579,0.16149,0.29039
YJR124C,0.01004,0.00338,0.00254,0.00342
YJR125C,0.07020,0.03049,0.02127,0.02896
YJR126C,0.04723,0.01320,0.01085,0.02239
YJR079W,0.01977,0.00864,0.00870,0.00957
YJR082C,0.01320,0.00489,0.00436,0.00541
YJR083C,0.01335,0.00482,0.00393,0.00538
YJR084W,0.01864,0.00426,0.00474,0.00656
YJR085C,0.49395,0.28529,0.24919,0.31226
YJR086W,0.04444,0.01419,0.01232,0.01453
YJR087W,0.00463,0.00167,0.00229,0.00184
YJR088C,0.01748,0.00491,0.00476,0.00560
YJR089W,0.01211,0.00395,0.00299,0.00393
YJR090C,0.02437,0.01341,0.00967,0.00685
YJR091C,0.04127,0.01266,0.00961,0.01687
YJR093C,0.01004,0.00511,0.00429,0.00447
YJR094C,0.01382,0.00616,0.00692,0.00689
YJR094W-A,0.65487,0.22435,0.25333,0.34548
YJR095W,0.13660,0.10964,0.09680,0.04844
YJR096W,0.12278,0.03288,0.02816,0.08430
YJR097W,0.01265,0.00409,0.00417,0.00482
YJR098C,0.00656,0.00233,0.00142,0.00199
YJR099W,0.01565,0.00478,0.00428,0.00507
YJR100C,0.02940,0.01081,0.01176,0.01294
YJR101W,0.02911,0.00844,0.00882,0.01259
YJR102C,0.04054,0.01584,0.01601,0.01743
YJR103W,0.08450,0.02475,0.02096,0.03345
YJR059W,0.03405,0.02077,0.01218,0.01597
YJR060W,0.01298,0.00262,0.00185,0.00391
YJR061W,0.00985,0.00502,0.00338,0.00575
YJR062C,0.00320,0.00103,0.00112,0.00112
YJR063W,0.03533,0.01049,0.01000,0.00995
YJR064W,0.15684,0.06059,0.05855,0.06873
YJR065C,0.07702,0.02494,0.01991,0.03468
YJR066W,0.01196,0.00452,0.00405,0.00394
YJR067C,0.01635,0.00517,0.00593,0.00493
YJR068W,0.01819,0.00749,0.00772,0.00649
YJR069C,0.03241,0.00873,0.01115,0.01287
YJR070C,0.17163,0.04531,0.04744,0.06991
YJR071W,0.00048,0.00007,0.00023,0.00014
YJR072C,0.04885,0.01407,0.01303,0.01919
YJR073C,0.40172,0.14109,0.11732,0.08626
YJR074W,0.05947,0.02127,0.01661,0.02259
YJR075W,0.01519,0.00424,0.00462,0.00585
YJR076C,0.05847,0.01585,0.01634,0.02549
YJR077C,0.64257,0.35413,0.31979,0.37159
YJR078W,0.04207,0.01309,0.01190,0.01284
YJR080C,0.06095,0.01811,0.01667,0.01852
YJR036C,0.02276,0.01067,0.00761,0.00800
YJR037W,0.00204,0.00023,0.00019,0.00067
YJR038C,0.00268,0.00039,0.00067,0.00118
YJR039W,0.00916,0.00489,0.00442,0.00460
YJR040W,0.00797,0.00240,0.00226,0.00222
YJR041C,0.00795,0.00208,0.00241,0.00255
YJR042W,0.05275,0.01688,0.01750,0.01707
YJR043C,0.00174,0.00031,0.00058,0.00081
YJR044C,0.19190,0.06939,0.06508,0.09152
YJR045C,0.04697,0.01538,0.01412,0.01671
YJR046W,0.01794,0.00589,0.00620,0.00610
YJR047C,0.00665,0.00189,0.00175,0.00292
YJR048W,0.43348,0.16300,0.14415,0.13523
YJR049C,0.01635,0.00460,0.00368,0.00459
YJR050W,0.02363,0.00648,0.00496,0.00892
YJR051W,0.03724,0.01075,0.01056,0.01232
YJR052W,0.02309,0.00649,0.00539,0.00909
YJR053W,0.00131,0.00077,0.00007,0.00045
YJR054W,0.01123,0.00360,0.00311,0.00408
YJR055W,0.00322,0.00117,0.00093,0.00157
YJR056C,0.02369,0.00708,0.00631,0.00700
YJR057W,0.01493,0.00474,0.00475,0.00417
YJR058C,0.05556,0.01540,0.01605,0.01868
YJR011C,0.00905,0.00269,0.00239,0.00235
YJR012C,0.01439,0.00489,0.00531,0.00514
YJR013W,0.04327,0.01845,0.01659,0.01751
YJR014W,0.04996,0.01447,0.01159,0.01507
YJR015W,0.08574,0.03959,0.03408,0.04244
YJR016C,0.27800,0.09198,0.06709,0.13055
YJR017C,0.09369,0.02573,0.01733,0.02798
YJR018W,0.00219,0.00167,0.00152,0.00119
YJR019C,0.38360,0.15236,0.12080,0.14434
YJR020W,0.00164,0.00124,0.00136,0.00047
YJR021C,0.01097,0.00392,0.00236,0.00283
YJR022W,0.02275,0.00914,0.00873,0.00929
YJR023C,0.00107,0.00149,0.00135,0.00090
YJR024C,0.10538,0.05192,0.04983,0.04607
YJR025C,0.26905,0.09446,0.07041,0.13592
YJR030C,0.01504,0.00555,0.00465,0.00334
YJR031C,0.01851,0.00717,0.00531,0.00515
YJR032W,0.00736,0.00280,0.00283,0.00232
YJR033C,0.02517,0.01122,0.00857,0.00848
YJR034W,0.05549,0.01918,0.01701,0.02225
YJR035W,0.00536,0.00192,0.00213,0.00217
YJL011C,0.01515,0.00502,0.00448,0.00537
YJL010C,0.01459,0.00362,0.00415,0.00539
YJL009W,0.00758,0.00578,0.00617,0.00484
YJL008C,0.10917,0.03521,0.02657,0.04393
YJL007C,0.00041,0.00019,0.00031,0.00015
YJL006C,0.02352,0.01354,0.01246,0.00905
YJL005W,0.01119,0.00297,0.00297,0.00345
YJL004C,0.06246,0.01626,0.01390,0.02301
YJL003W,0.02701,0.00911,0.00863,0.00852
YJL002C,0.18057,0.07350,0.06901,0.08735
YJL001W,0.10246,0.03462,0.03067,0.04644
YJR001W,0.08224,0.03505,0.02933,0.03180
YJR002W,0.02736,0.00466,0.00442,0.00764
YJR003C,0.01938,0.00558,0.00503,0.00492
YJR004C,0.02311,0.01388,0.01254,0.00841
YJR005W,0.01546,0.00392,0.00301,0.00414
YJR006W,0.01114,0.00305,0.00347,0.00294
YJR007W,0.02271,0.00598,0.00511,0.00765
YJR008W,0.14609,0.05289,0.04142,0.06223
YJR009C,0.95256,0.40521,0.31212,0.62137
YJR010W,0.21135,0.06800,0.07361,0.08438
YJR010C-A,0.00599,0.00242,0.00259,0.00318
YJL033W,0.01791,0.00637,0.00659,0.00566
YJL032W,0.00444,0.00355,0.00377,0.00297
YJL031C,0.00759,0.00363,0.00303,0.00247
YJL030W,0.04757,0.01713,0.01732,0.02146
YJL029C,0.02841,0.01065,0.00811,0.00870
YJL028W,0.00357,0.00143,0.00097,0.00101
YJL027C,0.00495,0.00167,0.00142,0.00285
YJL026W,0.32048,0.10963,0.08249,0.15564
YJL025W,0.00834,0.00219,0.00247,0.00237
YJL024C,0.00736,0.00258,0.00158,0.00213
YJL023C,0.01082,0.00376,0.00312,0.00403
YJL022W,0.00131,0.00025,0.00023,0.00019
YJL021C,0.02758,0.00831,0.00596,0.00692
YJL020C,0.01171,0.00132,0.00142,0.00546
YJL019W,0.00275,0.00149,0.00132,0.00131
YJL018W,0.01071,0.00912,0.00574,0.00546
YJL017W,0.00924,0.00128,0.00109,0.00617
YJL016W,0.06295,0.01618,0.01189,0.03417
YJL015C,0.00177,0.00103,0.00075,0.00090
YJL014W,0.07304,0.02474,0.02064,0.02864
YJL013C,0.01084,0.00315,0.00312,0.00360
YJL012C,0.08745,0.01873,0.01622,0.03144
YJL055W,0.19969,0.05996,0.05838,0.08518
YJL054W,0.03292,0.00919,0.00883,0.01093
YJL053W,0.02880,0.00828,0.00671,0.01050
YJL052W,0.58814,0.25261,0.20898,0.37641
YJL051W,0.01432,0.00597,0.00560,0.00505
YJL050W,0.01802,0.00544,0.00545,0.00712
YJL049W,0.03058,0.00696,0.00798,0.01045
YJL048C,0.14675,0.03834,0.03518,0.07288
YJL047C,0.00984,0.00355,0.00290,0.00310
YJL046W,0.01374,0.00358,0.00378,0.00434
YJL045W,0.03222,0.02122,0.01245,0.01700
YJL044C,0.00815,0.00250,0.00191,0.00274
YJL043W,0.00277,0.00028,0.00021,0.00033
YJL042W,0.10529,0.05950,0.03509,0.05234
YJL041W,0.03479,0.01231,0.01169,0.00937
YJL039C,0.00916,0.00280,0.00250,0.00234
YJL038C,0.00094,0.00069,0.00085,0.00009
YJL037W,0.04769,0.01339,0.01241,0.01634
YJL036W,0.01574,0.00517,0.00506,0.00464
YJL035C,0.01446,0.00561,0.00681,0.00685
YJL034W,0.35298,0.09291,0.07924,0.17893
YJL078C,0.01727,0.00624,0.00375,0.00909
YJL077C,0.00867,0.00544,0.00550,0.00230
YJL076W,0.03663,0.01533,0.01285,0.01563
YJL075C,0.00287,0.00241,0.00188,0.00182
YJL074C,0.02201,0.00854,0.00780,0.00613
YJL073W,0.00639,0.00314,0.00298,0.00212
YJL072C,0.01872,0.00528,0.00417,0.00814
YJL071W,0.07348,0.02839,0.02232,0.03172
YJL070C,0.01512,0.00457,0.00337,0.00474
YJL069C,0.05436,0.01449,0.01306,0.01922
YJL068C,0.09657,0.03048,0.02345,0.03758
YJL067W,0.00622,0.00559,0.00524,0.00298
YJL066C,0.10027,0.03891,0.02653,0.04830
YJL065C,0.06732,0.02168,0.01585,0.02547
YJL064W,0.00139,0.00108,0.00077,0.00063
YJL063C,0.12020,0.03323,0.03157,0.04297
YJL062W,0.02229,0.01034,0.01062,0.01007
YJL061W,0.01117,0.00258,0.00257,0.00318
YJL060W,0.05082,0.01430,0.01155,0.01766
YJL059W,0.01792,0.00576,0.00558,0.00496
YJL058C,0.00261,0.00089,0.00130,0.00049
YJL057C,0.01347,0.00479,0.00415,0.00515
YJL056C,0.00533,0.00249,0.00206,0.00190
YJL100W,0.07523,0.02514,0.01985,0.01739
YJL099W,0.01688,0.00430,0.00343,0.00581
YJL098W,0.03083,0.01018,0.00898,0.01103
YJL097W,0.08402,0.03551,0.03101,0.02920
YJL096W,0.08119,0.02031,0.02113,0.03304
YJL095W,0.01954,0.00714,0.00606,0.00618
YJL094C,0.03874,0.01602,0.01591,0.02115
YJL093C,0.00939,0.00342,0.00263,0.00267
YJL092W,0.02545,0.00749,0.00681,0.00605
YJL091C,0.04507,0.01756,0.01769,0.01580
YJL090C,0.01712,0.00718,0.00565,0.00670
YJL089W,0.01567,0.02784,0.02292,0.00653
YJL088W,0.11649,0.04396,0.03356,0.04920
YJL087C,0.00583,0.00177,0.00159,0.00152
YJL086C,0.00004,0.00006,0.00002,0.00003
YJL085W,0.01089,0.00334,0.00414,0.00325
YJL084C,0.01324,0.00448,0.00317,0.00386
YJL083W,0.00505,0.00161,0.00103,0.00192
YJL082W,0.02637,0.00725,0.00398,0.00908
YJL081C,0.05602,0.01937,0.01693,0.02083
YJL080C,0.07453,0.02354,0.02080,0.03904
YJL079C,0.25558,0.10829,0.07472,0.11528
YJL125C,0.02271,0.00742,0.00569,0.00808
YJL124C,0.02906,0.00618,0.00637,0.00947
YJL123C,0.10996,0.03600,0.02867,0.04850
YJL122W,0.08145,0.01798,0.01731,0.03000
YJL121C,0.14450,0.05537,0.04005,0.03982
YJL120W,0.00137,0.00081,0.00098,0.00068
YJL119C,0.00469,0.00144,0.00160,0.00197
YJL118W,0.01750,0.00548,0.00404,0.00525
YJL117W,0.09888,0.02834,0.02854,0.03910
YJL116C,0.05179,0.02024,0.01917,0.03676
YJL115W,0.04527,0.01396,0.01054,0.02543
YJL112W,0.04419,0.01285,0.01216,0.01629
YJL111W,0.02577,0.01082,0.00932,0.01001
YJL110C,0.01697,0.00667,0.00561,0.00554
YJL109C,0.04738,0.01660,0.01619,0.01556
YJL108C,0.01682,0.00467,0.00508,0.00870
YJL107C,0.00110,0.00037,0.00049,0.00046
YJL106W,0.00288,0.00131,0.00115,0.00061
YJL105W,0.00358,0.00105,0.00056,0.00167
YJL104W,0.02660,0.00529,0.00631,0.00874
YJL103C,0.02486,0.01305,0.01081,0.01007
YJL102W,0.02710,0.01131,0.00900,0.00903
YJL101C,0.02759,0.00836,0.00765,0.01107
YJL146W,0.01951,0.00622,0.00512,0.00765
YJL145W,0.04498,0.01529,0.01510,0.01784
YJL144W,0.06668,0.01043,0.00677,0.05032
YJL143W,0.13408,0.03139,0.03013,0.06485
YJL142C,0.03254,0.01503,0.01127,0.01631
YJL141C,0.03817,0.00988,0.00869,0.01776
YJL140W,0.05945,0.01972,0.01941,0.02228
YJL139C,0.02464,0.00761,0.00762,0.00904
YJL138C,0.44457,0.16070,0.14219,0.23597
YJL137C,0.01891,0.00691,0.00608,0.00786
YJL136C,0.63435,0.36197,0.36090,0.49488
YJL135W,0.00138,0.00059,0.00012,0.00048
YJL134W,0.03483,0.01311,0.01030,0.01325
YJL133W,0.03342,0.01165,0.00964,0.01432
YJL132W,0.01200,0.00550,0.00434,0.00562
YJL131C,0.02400,0.00699,0.00765,0.00991
YJL130C,0.31038,0.12075,0.10084,0.13767
YJL129C,0.02568,0.01113,0.00890,0.00820
YJL128C,0.02729,0.00738,0.00572,0.00745
YJL127C,0.00171,0.00024,0.00036,0.00068
YJL126W,0.01797,0.00731,0.00670,0.00620
YJL168C,0.00423,0.00099,0.00134,0.00128
YJL167W,0.09033,0.01957,0.02016,0.03048
YJL166W,0.01558,0.00488,0.00729,0.00247
YJL165C,0.00028,0.00041,0.00032,0.00054
YJL164C,0.03732,0.01609,0.01006,0.02429
YJL163C,0.02398,0.01125,0.00790,0.00953
YJL162C,0.00196,0.00048,0.00082,0.00077
YJL161W,0.01537,0.00320,0.00253,0.00670
YJL160C,0.00590,0.00130,0.00089,0.00182
YJL159W,0.13844,0.03413,0.02843,0.06363
YJL158C,0.22501,0.05226,0.04563,0.09200
YJL157C,0.02516,0.00981,0.00681,0.00687
YJL156C,0.02298,0.00810,0.00677,0.00990
YJL155C,0.05317,0.01810,0.01299,0.02038
YJL154C,0.01232,0.00422,0.00365,0.00363
YJL153C,0.18432,0.11575,0.10255,0.03978
YJL152W,0.00480,0.00425,0.00491,0.00552
YJL151C,0.38285,0.12079,0.09308,0.14404
YJL150W,0.00041,0.00033,0.00049,0.00076
YJL149W,0.02498,0.01147,0.00902,0.00793
YJL148W,0.06455,0.01495,0.01755,0.03040
YJL147C,0.01686,0.00435,0.00447,0.00480
YJL188C,0.00792,0.00391,0.00430,0.00394
YJL187C,0.01168,0.00432,0.00347,0.00350
YJL186W,0.01017,0.00419,0.00367,0.00374
YJL185C,0.03148,0.01104,0.00871,0.01359
YJL184W,0.07016,0.01793,0.01623,0.02362
YJL183W,0.06338,0.02614,0.02868,0.02464
YJL182C,0.00039,0.00028,0.00015,0.00051
YJL181W,0.02341,0.00654,0.00771,0.00572
YJL180C,0.04121,0.01372,0.01189,0.01826
YJL179W,0.01026,0.00333,0.00347,0.00374
YJL178C,0.03859,0.01086,0.01000,0.01620
YJL177W,0.62773,0.19240,0.19431,0.34965
YJL176C,0.00729,0.00193,0.00176,0.00190
YJL175W,0.00144,0.00065,0.00049,0.00078
YJL174W,0.12397,0.03699,0.03380,0.04788
YJL173C,0.07186,0.03937,0.03138,0.02568
YJL172W,0.00870,0.00551,0.00446,0.00564
YJL171C,0.01685,0.00469,0.00463,0.00612
YJL170C,0.00721,0.00282,0.00292,0.00239
