,MA_020,MA_023,MA_027,MA_030,MA_032,MA_034
YBR168W,0.00002,0.00001,0.00002,0.00001,0.00001,0.00003
YBR169C,0.00007,0.00004,0.00013,0.00008,0.00006,0.00008
YBR170C,0.00001,0.00000,0.00001,0.00002,0.00001,0.00002
YBR171W,0.00001,0.00002,0.00004,0.00005,0.00005,0.00004
YBR172C,0.00006,0.00004,0.00006,0.00011,0.00013,0.00010
YBR173C,0.00026,0.00019,0.00038,0.00064,0.00059,0.00062
YBR174C,0.00190,0.00181,0.00211,0.00285,0.00295,0.00324
YBR175W,0.00008,0.00006,0.00006,0.00008,0.00010,0.00013
YBR176W,0.00054,0.00024,0.00067,0.00100,0.00099,0.00097
YBR177C,0.00024,0.00013,0.00033,0.00029,0.00039,0.00027
YBR178W,0.00825,0.00721,0.00716,0.01127,0.01147,0.01130
YBR179C,0.00008,0.00007,0.00010,0.00060,0.00075,0.00071
YBR180W,0.00171,0.00107,0.00216,0.00144,0.00152,0.00143
YBR182C-A,0.00036,0.00021,0.00042,0.00026,0.00020,0.00032
YBR182C,0.00019,0.00013,0.00016,0.00032,0.00030,0.00034
YBR183W,0.00001,0.00000,0.00001,0.00001,0.00001,0.00001
YBR184W,0.00032,0.00042,0.00072,0.00091,0.00111,0.00084
YBR185C,0.00003,0.00001,0.00003,0.00005,0.00004,0.00003
YBR186W,0.00160,0.00173,0.00244,0.00280,0.00317,0.00307
YBR187W,0.00085,0.00029,0.00082,0.00051,0.00059,0.00053
YBR188C,0.00001,0.00001,0.00004,0.00002,0.00005,0.00005
YBR189W,0.00005,0.00002,0.00006,0.00007,0.00007,0.00006
YBR190W,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
YBR191W-A,0.00001,0.00000,0.00001,0.00000,0.00001,0.00001
YBR191W,0.00002,0.00002,0.00004,0.00005,0.00006,0.00006
YBR192W,0.00068,0.00053,0.00091,0.00084,0.00094,0.00102
YBR193C,0.00007,0.00003,0.00008,0.00011,0.00011,0.00013
YBR194W,0.00001,0.00001,0.00002,0.00002,0.00000,0.00001
YBR195C,0.00017,0.00011,0.00021,0.00013,0.00015,0.00014
YBR196C-A,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
YBR196C-B,0.00047,0.00037,0.00040,0.00054,0.00053,0.00061
YBR196C,0.00004,0.00003,0.00003,0.00006,0.00004,0.00007
YBR197C,0.00113,0.00109,0.00102,0.00096,0.00089,0.00088
YBR198C,0.00071,0.00067,0.00069,0.00063,0.00062,0.00053
YBR199W,0.00009,0.00011,0.00014,0.00014,0.00008,0.00006
YBR200W-A,0.00005,0.00003,0.00003,0.00009,0.00006,0.00006
YBR200W,0.00002,0.00001,0.00001,0.00001,0.00002,0.00002
YBR201C-A,0.00023,0.00012,0.00021,0.00016,0.00014,0.00021
YBR201W,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000
YBR202W,0.00004,0.00002,0.00005,0.00003,0.00005,0.00004
YBR203W,0.00072,0.00067,0.00009,0.00010,0.00013,0.00010
YBR204C,0.00003,0.00002,0.00003,0.00004,0.00004,0.00005
YBR206W,0.00000,0.00001,0.00000,0.00001,0.00001,0.00001
YBR207W,0.00003,0.00002,0.00005,0.00003,0.00004,0.00005
YBR208C,0.00041,0.00052,0.00063,0.00059,0.00045,0.00041
YBR209W,0.00181,0.00208,0.00166,0.00215,0.00206,0.00177
YBR210W,0.00003,0.00001,0.00003,0.00003,0.00003,0.00005
YBR211C,0.00039,0.00023,0.00099,0.00096,0.00116,0.00107
YBR212W,0.00011,0.00009,0.00017,0.00041,0.00048,0.00049
YBR213W,0.00003,0.00004,0.00001,0.00001,0.00002,0.00004
YBR214W,0.00078,0.00080,0.00240,0.00263,0.00336,0.00362
YBR215W,0.00093,0.00076,0.00110,0.00128,0.00128,0.00136
YBR216C,0.00017,0.00005,0.00027,0.00017,0.00016,0.00019
YBR217W,0.00005,0.00004,0.00005,0.00004,0.00005,0.00003
YBR219C,0.00000,0.00000,0.00001,0.00001,0.00000,0.00000
YBR220C,0.00011,0.00008,0.00010,0.00006,0.00008,0.00008
YBR221C,0.00004,0.00002,0.00002,0.00005,0.00005,0.00004
YBR221W-A,0.00200,0.00127,0.00170,0.00192,0.00206,0.00170
YBR222C,0.00008,0.00005,0.00007,0.00009,0.00012,0.00009
YBR223C,0.00001,0.00000,0.00001,0.00000,0.00000,0.00001
YBR223W-A,0.00138,0.00113,0.00159,0.00139,0.00145,0.00127
YBR224W,0.00154,0.00108,0.00146,0.00132,0.00131,0.00138
YBR225W,0.00001,0.00001,0.00001,0.00001,0.00001,0.00002
YBR226C,0.00222,0.00150,0.00221,0.00180,0.00189,0.00179
YBR227C,0.00010,0.00006,0.00008,0.00008,0.00007,0.00008
YBR228W,0.00027,0.00017,0.00038,0.00032,0.00042,0.00032
YBR229C,0.00136,0.00075,0.00140,0.00104,0.00104,0.00115
YBR230C,0.00007,0.00005,0.00005,0.00005,0.00006,0.00001
YBR230W-A,0.00043,0.00029,0.00047,0.00045,0.00045,0.00034
YBR231C,0.00017,0.00007,0.00011,0.00005,0.00003,0.00005
YBR232C,0.00622,0.00281,0.00460,0.00300,0.00290,0.00301
YBR233W-A,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000
YBR233W,0.00004,0.00002,0.00004,0.00003,0.00002,0.00002
YBR234C,0.00071,0.00019,0.00129,0.00101,0.00096,0.00112
YBR235W,0.00146,0.00071,0.00216,0.00181,0.00199,0.00193
YBR236C,0.00009,0.00010,0.00015,0.00012,0.00009,0.00011
YBR237W,0.00002,0.00000,0.00001,0.00001,0.00001,0.00001
YBR238C,0.00009,0.00002,0.00002,0.00003,0.00000,0.00002
YBR239C,0.00026,0.00023,0.00042,0.00038,0.00042,0.00038
YBR240C,0.00019,0.00021,0.00020,0.00023,0.00019,0.00025
YBR241C,0.00065,0.00065,0.00068,0.00047,0.00043,0.00049
YBR242W,0.00125,0.00126,0.00201,0.00217,0.00252,0.00239
YBR243C,0.00135,0.00057,0.00177,0.00121,0.00126,0.00114
YBR244W,0.00010,0.00003,0.00026,0.00011,0.00015,0.00019
YBR245C,0.00012,0.00003,0.00010,0.00009,0.00010,0.00011
YBR246W,0.00002,0.00001,0.00004,0.00003,0.00005,0.00007
YBR247C,0.00003,0.00001,0.00006,0.00002,0.00003,0.00003
YBR248C,0.00004,0.00004,0.00009,0.00008,0.00011,0.00015
YBR249C,0.00005,0.00004,0.00005,0.00008,0.00012,0.00007
YBR250W,0.00000,0.00000,0.00001,0.00000,0.00000,0.00001
YBR251W,0.00006,0.00004,0.00013,0.00012,0.00016,0.00015
YBR252W,0.00062,0.00058,0.00066,0.00064,0.00066,0.00061
YBR253W,0.00043,0.00021,0.00067,0.00058,0.00075,0.00065
YBR254C,0.00002,0.00001,0.00001,0.00002,0.00002,0.00001
YBR255C-A,0.00050,0.00021,0.00068,0.00042,0.00043,0.00048
YBR255W,0.00129,0.00068,0.00249,0.00250,0.00293,0.00224
YBR256C,0.00008,0.00007,0.00017,0.00011,0.00013,0.00010
YBR257W,0.00092,0.00034,0.00100,0.00081,0.00078,0.00100
YBR258C,0.00062,0.00018,0.00073,0.00055,0.00063,0.00058
YBR259W,0.00013,0.00009,0.00017,0.00023,0.00019,0.00018
YBR260C,0.00022,0.00012,0.00028,0.00024,0.00023,0.00022
YBR261C,0.00009,0.00012,0.00014,0.00013,0.00016,0.00016
YBR262C,0.00000,0.00001,0.00003,0.00002,0.00002,0.00001
YBR263W,0.00080,0.00045,0.00076,0.00064,0.00076,0.00071
YBR264C,0.00642,0.00437,0.00936,0.00783,0.00902,0.00875
YBR265W,0.00007,0.00006,0.00009,0.00011,0.00011,0.00011
YBR266C,0.01298,0.00509,0.01207,0.00686,0.00752,0.00706
YBR267W,0.00002,0.00001,0.00001,0.00002,0.00002,0.00002
YBR268W,0.00001,0.00001,0.00003,0.00001,0.00003,0.00002
YBR269C,0.00006,0.00008,0.00007,0.00008,0.00007,0.00009
YBR270C,0.00034,0.00041,0.00029,0.00043,0.00041,0.00034
YBR271W,0.00002,0.00003,0.00003,0.00003,0.00003,0.00004
YBR272C,0.00001,0.00000,0.00002,0.00004,0.00005,0.00005
YBR273C,0.00006,0.00008,0.00010,0.00016,0.00012,0.00013
YBR274W,0.00003,0.00002,0.00002,0.00002,0.00001,0.00002
YBR275C,0.00053,0.00051,0.00062,0.00073,0.00065,0.00069
YBR276C,0.00001,0.00000,0.00001,0.00002,0.00002,0.00002
YBR277C,0.00727,0.00194,0.00539,0.00309,0.00269,0.00314
YBR278W,0.00002,0.00001,0.00004,0.00002,0.00002,0.00003
YBR279W,0.00008,0.00002,0.00004,0.00002,0.00002,0.00001
YBR280C,0.00022,0.00009,0.00015,0.00010,0.00011,0.00014
YBR281C,0.00005,0.00005,0.00007,0.00006,0.00006,0.00002
YBR282W,0.00001,0.00000,0.00003,0.00004,0.00004,0.00003
YBR283C,0.00013,0.00009,0.00012,0.00010,0.00012,0.00015
YBR284W,0.00009,0.00007,0.00007,0.00002,0.00003,0.00003
YBR285W,0.00066,0.00062,0.00069,0.00071,0.00070,0.00058
YBR286W,0.00009,0.00008,0.00006,0.00008,0.00010,0.00008
YBR287W,0.00033,0.00013,0.00026,0.00023,0.00024,0.00023
YBR288C,0.00011,0.00008,0.00012,0.00014,0.00018,0.00013
YBR289W,0.00044,0.00016,0.00028,0.00015,0.00017,0.00018
YBR290W,0.00054,0.00019,0.00107,0.00091,0.00109,0.00107
YBR291C,0.00052,0.00025,0.00063,0.00044,0.00043,0.00050
YBR292C,0.00007,0.00005,0.00006,0.00006,0.00008,0.00007
YBR293W,0.00019,0.00010,0.00025,0.00019,0.00018,0.00011
YBR294W,0.00131,0.00083,0.00084,0.00088,0.00080,0.00093
YBR295W,0.02378,0.02049,0.01646,0.00288,0.00240,0.00098
YBR296C-A,0.00143,0.00114,0.00186,0.00138,0.00137,0.00139
YBR296C,0.00023,0.00013,0.00022,0.00022,0.00027,0.00034
YBR297W,0.00003,0.00004,0.00005,0.00010,0.00007,0.00010
YBR298C-A,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
YBR298C,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
YBR299W,0.00010,0.00011,0.00011,0.00012,0.00014,0.00013
YBR300C,0.00103,0.00059,0.00058,0.00055,0.00061,0.00065
YCL001W-A,0.00043,0.00055,0.00050,0.00071,0.00072,0.00050
YCL001W-B,0.00115,0.00148,0.00120,0.00174,0.00177,0.00155
YCL001W,0.00004,0.00002,0.00003,0.00006,0.00005,0.00002
YCL002C,0.00212,0.00132,0.00227,0.00178,0.00154,0.00160
YCL004W,0.00107,0.00106,0.00179,0.00213,0.00255,0.00218
YCL005W-A,0.00005,0.00002,0.00003,0.00006,0.00006,0.00009
YCL005W,0.00023,0.00018,0.00018,0.00024,0.00025,0.00027
YCL007C,0.00892,0.00692,0.01097,0.01258,0.01380,0.01356
YCL008C,0.00002,0.00003,0.00004,0.00003,0.00004,0.00004
YCL009C,0.00029,0.00028,0.00030,0.00042,0.00046,0.00059
YCL010C,0.00053,0.00043,0.00057,0.00064,0.00066,0.00069
YCL011C,0.00004,0.00002,0.00003,0.00003,0.00003,0.00002
YCL012C,0.00009,0.00006,0.00015,0.00014,0.00013,0.00006
YCL014W,0.00043,0.00034,0.00057,0.00058,0.00060,0.00054
YCL016C,0.00002,0.00001,0.00001,0.00001,0.00002,0.00001
YCL018W,0.00004,0.00002,0.00004,0.00004,0.00005,0.00004
YCL021W-A,0.00000,0.00000,0.00001,0.00001,0.00001,0.00003
YCL022C,0.00452,0.00165,0.00466,0.00366,0.00379,0.00393
YCL023C,0.00095,0.00045,0.00095,0.00080,0.00084,0.00097
YCL024W,0.00043,0.00050,0.00046,0.00040,0.00033,0.00024
YCL025C,0.00408,0.00249,0.00268,0.00185,0.00214,0.00146
YCL026C-A,0.00022,0.00028,0.00034,0.00044,0.00047,0.00049
YCL026C-B,0.00017,0.00005,0.00036,0.00038,0.00044,0.00043
YCL027W,0.00213,0.00155,0.00170,0.00134,0.00156,0.00187
YCL028W,0.00015,0.00011,0.00018,0.00011,0.00013,0.00012
YCL029C,0.00006,0.00002,0.00004,0.00003,0.00005,0.00005
YCL030C,0.00005,0.00003,0.00007,0.00008,0.00007,0.00010
YCL031C,0.00016,0.00003,0.00022,0.00016,0.00015,0.00013
YCL032W,0.00001,0.00000,0.00000,0.00001,0.00000,0.00001
YCL033C,0.00107,0.00045,0.00180,0.00151,0.00190,0.00141
YCL034W,0.00264,0.00142,0.00347,0.00292,0.00331,0.00298
YCL035C,0.00006,0.00004,0.00008,0.00008,0.00014,0.00007
YCL037C,0.00003,0.00001,0.00001,0.00002,0.00001,0.00002
YCL038C,0.00062,0.00019,0.00088,0.00061,0.00064,0.00071
YCL039W,0.00059,0.00036,0.00072,0.00065,0.00073,0.00078
YCL040W,0.00007,0.00004,0.00006,0.00007,0.00007,0.00005
YCL042W,0.00001,0.00000,0.00001,0.00001,0.00001,0.00001
YCL043C,0.00008,0.00006,0.00010,0.00011,0.00010,0.00008
YCL044C,0.00013,0.00010,0.00013,0.00021,0.00021,0.00020
YCL045C,0.00006,0.00004,0.00003,0.00007,0.00008,0.00005
YCL046W,0.00584,0.00713,0.00578,0.00620,0.00668,0.00650
YCL047C,0.00013,0.00007,0.00024,0.00011,0.00010,0.00009
YCL048W-A,0.00032,0.00022,0.00032,0.00027,0.00016,0.00014
YCL048W,0.00029,0.00026,0.00039,0.00048,0.00035,0.00032
YCL049C,0.00090,0.00096,0.00092,0.00079,0.00084,0.00087
YCL050C,0.00005,0.00003,0.00006,0.00006,0.00007,0.00004
YCL051W,0.00004,0.00003,0.00005,0.00005,0.00005,0.00003
YCL052C,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
YCL054W,0.00021,0.00007,0.00038,0.00029,0.00032,0.00032
YCL055W,0.00006,0.00005,0.00015,0.00031,0.00042,0.00041
YCL056C,0.00492,0.00321,0.00649,0.00645,0.00719,0.00736
YCL057C-A,0.00012,0.00015,0.00020,0.00024,0.00024,0.00020
YCL057W,0.00064,0.00017,0.00106,0.00066,0.00067,0.00073
YCL058C,0.00430,0.00080,0.00458,0.00221,0.00186,0.00252
YCL058W-A,0.01074,0.00685,0.02402,0.03235,0.03732,0.03196
YCL059C,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
YCL061C,0.00002,0.00001,0.00001,0.00002,0.00003,0.00002
YCL063W,0.00210,0.00123,0.00200,0.00135,0.00146,0.00162
YCL064C,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000
YCL069W,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
YCL076W,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000
YCR001W,0.00100,0.00043,0.00099,0.00077,0.00061,0.00056
YCR002C,0.00004,0.00003,0.00010,0.00009,0.00009,0.00009
YCR003W,0.00010,0.00009,0.00010,0.00009,0.00007,0.00007
YCR004C,0.00003,0.00002,0.00003,0.00004,0.00004,0.00001
YCR005C,0.00027,0.00018,0.00021,0.00025,0.00016,0.00022
YCR006C,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000
YCR007C,0.00110,0.00089,0.00094,0.00102,0.00099,0.00088
YCR008W,0.00003,0.00001,0.00004,0.00004,0.00004,0.00006
YCR009C,0.00020,0.00018,0.00014,0.00009,0.00010,0.00009
YCR010C,0.00013,0.00009,0.00020,0.00036,0.00043,0.00043
YCR011C,0.00004,0.00002,0.00003,0.00004,0.00004,0.00005
YCR012W,0.00028,0.00016,0.00025,0.00029,0.00035,0.00042
YCR013C,0.24928,0.22094,0.20922,0.25851,0.25303,0.25600
YCR014C,0.00002,0.00002,0.00003,0.00003,0.00003,0.00003
YCR015C,0.00004,0.00004,0.00002,0.00004,0.00003,0.00001
YCR016W,0.00003,0.00001,0.00002,0.00004,0.00003,0.00002
YCR017C,0.00002,0.00001,0.00003,0.00002,0.00003,0.00001
YCR019W,0.00010,0.00005,0.00015,0.00018,0.00017,0.00018
YCR020C-A,0.00003,0.00001,0.00004,0.00001,0.00000,0.00000
YCR020C,0.00060,0.00022,0.00094,0.00099,0.00109,0.00111
YCR020W-B,0.00003,0.00001,0.00001,0.00001,0.00001,0.00001
YCR021C,0.00241,0.00090,0.00245,0.00156,0.00163,0.00179
YCR022C,0.00017,0.00012,0.00023,0.00022,0.00020,0.00023
YCR023C,0.00039,0.00021,0.00035,0.00036,0.00030,0.00027
YCR024C-A,0.00013,0.00007,0.00013,0.00007,0.00009,0.00011
YCR024C-B,0.00009,0.00002,0.00007,0.00007,0.00006,0.00003
YCR024C,0.00029,0.00022,0.00025,0.00023,0.00023,0.00021
YCR025C,0.00058,0.00036,0.00058,0.00038,0.00042,0.00042
YCR026C,0.00010,0.00007,0.00007,0.00007,0.00006,0.00006
YCR027C,0.00001,0.00001,0.00001,0.00001,0.00000,0.00002
YCR028C-A,0.00004,0.00002,0.00002,0.00003,0.00003,0.00003
YCR028C,0.00008,0.00005,0.00012,0.00013,0.00017,0.00017
YCR030C,0.00289,0.00245,0.00362,0.00303,0.00314,0.00306
YCR031C,0.00003,0.00004,0.00009,0.00006,0.00009,0.00007
YCR033W,0.00004,0.00004,0.00004,0.00003,0.00007,0.00004
YCR034W,0.00018,0.00006,0.00022,0.00009,0.00013,0.00011
YCR035C,0.00050,0.00070,0.00099,0.00106,0.00117,0.00100
YCR036W,0.00010,0.00009,0.00020,0.00020,0.00019,0.00018
YCR037C,0.00025,0.00012,0.00020,0.00016,0.00015,0.00015
YCR043C,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000
YCR044C,0.00071,0.00073,0.00106,0.00117,0.00123,0.00142
YCR045C,0.00830,0.00718,0.00873,0.01043,0.01090,0.01105
YCR045W-A,0.00001,0.00001,0.00001,0.00001,0.00000,0.00001
YCR046C,0.00027,0.00017,0.00030,0.00024,0.00033,0.00035
YCR048W,0.00002,0.00002,0.00002,0.00002,0.00003,0.00003
YCR049C,0.00298,0.00239,0.00192,0.00212,0.00239,0.00299
YCR050C,0.00360,0.00293,0.00284,0.00291,0.00329,0.00365
YCR051W,0.00058,0.00039,0.00055,0.00074,0.00085,0.00104
YCR052W,0.00002,0.00001,0.00002,0.00001,0.00001,0.00002
YCR053W,0.00035,0.00017,0.00070,0.00060,0.00061,0.00059
YCR054C,0.00010,0.00006,0.00020,0.00015,0.00024,0.00029
YCR057C,0.00001,0.00001,0.00003,0.00002,0.00001,0.00001
YCR059C,0.00126,0.00134,0.00177,0.00200,0.00201,0.00195
YCR060W,0.00019,0.00013,0.00017,0.00020,0.00023,0.00022
YCR061W,0.00186,0.00099,0.00160,0.00117,0.00126,0.00112
YCR063W,0.00015,0.00013,0.00013,0.00014,0.00010,0.00011
YCR064C,0.00316,0.00224,0.00385,0.00313,0.00367,0.00335
YCR065W,0.00005,0.00002,0.00001,0.00003,0.00001,0.00003
YCR066W,0.00005,0.00001,0.00002,0.00002,0.00002,0.00003
YCR067C,0.00017,0.00008,0.00030,0.00021,0.00023,0.00020
YCR068W,0.00003,0.00005,0.00004,0.00003,0.00005,0.00004
YCR069W,0.00022,0.00004,0.00038,0.00031,0.00037,0.00033
YCR071C,0.00160,0.00083,0.00248,0.00203,0.00240,0.00257
YCR072C,0.00001,0.00001,0.00001,0.00002,0.00002,0.00002
YCR073C,0.00683,0.00763,0.00695,0.00755,0.00755,0.00778
YCR073W-A,0.00044,0.00032,0.00080,0.00087,0.00105,0.00096
YCR075C,0.00011,0.00006,0.00013,0.00015,0.00021,0.00023
YCR075W-A,0.00107,0.00045,0.00109,0.00085,0.00097,0.00088
YCR076C,0.00048,0.00028,0.00071,0.00064,0.00076,0.00074
YCR077C,0.00002,0.00001,0.00003,0.00002,0.00003,0.00002
YCR079W,0.00066,0.00065,0.00089,0.00088,0.00082,0.00085
YCR081C-A,0.00282,0.00151,0.00315,0.00226,0.00185,0.00228
YCR081W,0.00007,0.00005,0.00006,0.00008,0.00009,0.00012
YCR082W,0.00004,0.00002,0.00004,0.00007,0.00008,0.00006
YCR083W,0.00004,0.00006,0.00008,0.00006,0.00010,0.00007
YCR084C,0.00012,0.00007,0.00008,0.00012,0.00010,0.00012
YCR085W,0.00024,0.00019,0.00046,0.00054,0.00065,0.00055
YCR086W,0.00002,0.00002,0.00003,0.00004,0.00002,0.00005
YCR087C-A,0.00094,0.00037,0.00138,0.00095,0.00099,0.00099
YCR087W,0.01000,0.00367,0.01119,0.00736,0.00734,0.00864
YCR088W,0.00010,0.00005,0.00009,0.00009,0.00011,0.00012
YCR090C,0.00017,0.00008,0.00039,0.00031,0.00030,0.00027
YCR091W,0.00006,0.00002,0.00012,0.00009,0.00012,0.00014
YCR092C,0.00144,0.00080,0.00117,0.00092,0.00079,0.00079
YCR093W,0.00005,0.00007,0.00008,0.00008,0.00009,0.00009
YCR094W,0.00002,0.00002,0.00001,0.00003,0.00002,0.00003
YCR095C,0.00103,0.00058,0.00171,0.00119,0.00136,0.00118
YCR095W-A,0.00011,0.00011,0.00022,0.00008,0.00007,0.00007
YCR096C,0.00000,0.00001,0.00000,0.00002,0.00003,0.00003
YCR097W,0.00001,0.00001,0.00002,0.00001,0.00002,0.00001
YCR098C,0.00011,0.00008,0.00009,0.00006,0.00005,0.00005
YCR099C,0.00002,0.00002,0.00003,0.00003,0.00003,0.00005
YCR100C,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
YCR101C,0.00000,0.00000,0.00000,0.00001,0.00000,0.00001
YCR102W-A,0.00015,0.00011,0.00025,0.00029,0.00038,0.00030
YDL001W,0.00001,0.00002,0.00002,0.00003,0.00002,0.00001
YDL002C,0.00001,0.00002,0.00002,0.00003,0.00004,0.00003
YDL003W,0.00015,0.00013,0.00012,0.00028,0.00026,0.00022
YDL004W,0.00003,0.00002,0.00006,0.00005,0.00003,0.00001
YDL005C,0.00020,0.00007,0.00011,0.00011,0.00011,0.00009
YDL006W,0.00011,0.00005,0.00012,0.00012,0.00012,0.00011
YDL007C-A,0.00001,0.00000,0.00001,0.00000,0.00000,0.00000
YDL007W,0.00004,0.00002,0.00002,0.00003,0.00004,0.00003
YDL008W,0.00024,0.00023,0.00042,0.00078,0.00093,0.00092
YDL009C,0.00767,0.00292,0.00770,0.00562,0.00511,0.00544
YDL010W,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000
YDL011C,0.00694,0.00306,0.00501,0.00383,0.00341,0.00340
YDL012C,0.00013,0.00008,0.00012,0.00011,0.00012,0.00010
YDL013W,0.00032,0.00016,0.00053,0.00048,0.00060,0.00057
YDL014W,0.00008,0.00007,0.00004,0.00008,0.00008,0.00007
YDL015C,0.00019,0.00011,0.00012,0.00009,0.00008,0.00009
YDL016C,0.00133,0.00061,0.00167,0.00109,0.00109,0.00109
YDL017W,0.00001,0.00001,0.00001,0.00003,0.00003,0.00003
YDL018C,0.00000,0.00000,0.00000,0.00001,0.00001,0.00001
YDL019C,0.00009,0.00010,0.00015,0.00012,0.00010,0.00007
YDL020C,0.00003,0.00000,0.00003,0.00003,0.00004,0.00002
YDL021W,0.00011,0.00015,0.00018,0.00019,0.00013,0.00019
YDL022C-A,0.00001,0.00001,0.00001,0.00000,0.00001,0.00000
YDL022W,0.00006,0.00006,0.00024,0.00019,0.00017,0.00018
YDL023C,0.01534,0.01121,0.00483,0.00758,0.00797,0.00863
YDL024C,0.00001,0.00001,0.00002,0.00003,0.00001,0.00001
YDL025C,0.00003,0.00003,0.00006,0.00007,0.00009,0.00010
YDL025W-A,0.00457,0.00216,0.00415,0.00329,0.00353,0.00327
YDL026W,0.00730,0.00546,0.00670,0.00574,0.00532,0.00522
YDL027C,0.00004,0.00003,0.00006,0.00005,0.00007,0.00004
YDL028C,0.00002,0.00000,0.00000,0.00001,0.00000,0.00000
YDL029W,0.00004,0.00003,0.00006,0.00004,0.00006,0.00006
YDL030W,0.00035,0.00044,0.00052,0.00058,0.00059,0.00058
YDL031W,0.00004,0.00000,0.00004,0.00001,0.00001,0.00001
YDL032W,0.00200,0.00132,0.00229,0.00196,0.00203,0.00167
YDL033C,0.00020,0.00015,0.00017,0.00014,0.00012,0.00011
YDL034W,0.00361,0.00262,0.00316,0.00288,0.00284,0.00305
YDL035C,0.00022,0.00023,0.00031,0.00049,0.00056,0.00057
YDL036C,0.00024,0.00027,0.00028,0.00045,0.00037,0.00035
YDL037C,0.00004,0.00001,0.00003,0.00002,0.00001,0.00001
YDL039C,0.00008,0.00006,0.00005,0.00004,0.00003,0.00003
YDL040C,0.00004,0.00001,0.00008,0.00005,0.00007,0.00006
YDL041W,0.00398,0.00281,0.00372,0.00343,0.00334,0.00346
YDL042C,0.00011,0.00011,0.00017,0.00010,0.00013,0.00009
YDL043C,0.00003,0.00006,0.00006,0.00005,0.00003,0.00003
YDL044C,0.00008,0.00009,0.00011,0.00017,0.00015,0.00013
YDL045C,0.00001,0.00001,0.00002,0.00001,0.00001,0.00001
YDL045W-A,0.00002,0.00001,0.00001,0.00001,0.00002,0.00001
YDL046W,0.00073,0.00032,0.00059,0.00059,0.00070,0.00053
YDL047W,0.00002,0.00001,0.00003,0.00001,0.00001,0.00001
YDL048C,0.00095,0.00057,0.00141,0.00060,0.00059,0.00045
YDL049C,0.00012,0.00020,0.00028,0.00021,0.00019,0.00018
YDL050C,0.01880,0.00792,0.02339,0.01697,0.01678,0.01817
YDL051W,0.00005,0.00002,0.00006,0.00004,0.00003,0.00005
YDL052C,0.00003,0.00002,0.00003,0.00004,0.00004,0.00003
YDL053C,0.00015,0.00008,0.00018,0.00019,0.00026,0.00029
YDL054C,0.00040,0.00011,0.00010,0.00007,0.00010,0.00006
YDL055C,0.00005,0.00003,0.00008,0.00007,0.00007,0.00006
YDL056W,0.00007,0.00005,0.00015,0.00016,0.00018,0.00020
YDL057W,0.00004,0.00002,0.00003,0.00002,0.00003,0.00002
YDL058W,0.00001,0.00001,0.00001,0.00003,0.00002,0.00001
YDL059C,0.00000,0.00000,0.00001,0.00001,0.00001,0.00001
YDL060W,0.00039,0.00016,0.00070,0.00058,0.00068,0.00062
YDL061C,0.00002,0.00001,0.00005,0.00005,0.00008,0.00006
YDL062W,0.00405,0.00269,0.00463,0.00345,0.00300,0.00335
YDL063C,0.00005,0.00003,0.00006,0.00006,0.00007,0.00008
YDL064W,0.00003,0.00001,0.00003,0.00004,0.00003,0.00005
YDL065C,0.00079,0.00044,0.00103,0.00111,0.00125,0.00123
YDL066W,0.00025,0.00014,0.00017,0.00016,0.00014,0.00012
YDL067C,0.00003,0.00001,0.00003,0.00007,0.00004,0.00003
YDL068W,0.00249,0.00098,0.00273,0.00221,0.00188,0.00229
YDL069C,0.00092,0.00027,0.00125,0.00091,0.00109,0.00108
YDL070W,0.00004,0.00003,0.00002,0.00005,0.00004,0.00004
YDL071C,0.00423,0.00110,0.00238,0.00162,0.00174,0.00189
YDL072C,0.00013,0.00007,0.00024,0.00021,0.00026,0.00026
YDL073W,0.00000,0.00001,0.00001,0.00001,0.00001,0.00002
YDL074C,0.00039,0.00050,0.00060,0.00112,0.00116,0.00105
YDL075W,0.00011,0.00005,0.00024,0.00018,0.00021,0.00022
YDL076C,0.00058,0.00046,0.00090,0.00082,0.00083,0.00085
YDL077C,0.00009,0.00005,0.00009,0.00013,0.00012,0.00013
YDL078C,0.00087,0.00097,0.00104,0.00108,0.00120,0.00136
YDL079C,0.00112,0.00099,0.00133,0.00238,0.00237,0.00238
YDL080C,0.00010,0.00005,0.00005,0.00005,0.00008,0.00008
YDL081C,0.00014,0.00011,0.00016,0.00021,0.00020,0.00014
YDL082W,0.00003,0.00001,0.00004,0.00003,0.00003,0.00003
YDL083C,0.00003,0.00003,0.00006,0.00005,0.00006,0.00004
